Bank_code,Period,Item,Scenario,AMOUNT
969500TJ5KRTCJQWXH05,201512,993410,2,0
969500TJ5KRTCJQWXH05,201512,993410,3,0
969500TJ5KRTCJQWXH05,201612,993410,2,0
969500TJ5KRTCJQWXH05,201612,993410,3,0
969500TJ5KRTCJQWXH05,201312,993411,1,1900.322
969500TJ5KRTCJQWXH05,201412,993411,2,1937.6947703
969500TJ5KRTCJQWXH05,201412,993411,3,1974.9453435
969500TJ5KRTCJQWXH05,201512,993411,2,1964.8222039
969500TJ5KRTCJQWXH05,201512,993411,3,2065.4768962
969500TJ5KRTCJQWXH05,201612,993411,2,1991.8211223
969500TJ5KRTCJQWXH05,201612,993411,3,2084.9725498
969500TJ5KRTCJQWXH05,201312,993412,1,-131.2766029
969500TJ5KRTCJQWXH05,201412,993412,2,-131.2766029
969500TJ5KRTCJQWXH05,201412,993412,3,-131.2766029
969500TJ5KRTCJQWXH05,201512,993412,2,-132.3418107
969500TJ5KRTCJQWXH05,201512,993412,3,-132.3418107
969500TJ5KRTCJQWXH05,201612,993412,2,-133.4070185
969500TJ5KRTCJQWXH05,201612,993412,3,-133.4070185
969500TJ5KRTCJQWXH05,201312,993413,1,-335.8659184
969500TJ5KRTCJQWXH05,201412,993413,2,-335.8659184
969500TJ5KRTCJQWXH05,201412,993413,3,880.17956565
969500TJ5KRTCJQWXH05,201512,993413,2,-251.8994388
969500TJ5KRTCJQWXH05,201512,993413,3,117.50915397
969500TJ5KRTCJQWXH05,201612,993413,2,-167.9329592
969500TJ5KRTCJQWXH05,201612,993413,3,64.672504243
969500TJ5KRTCJQWXH05,201312,993414,1,-16422.96919
969500TJ5KRTCJQWXH05,201412,993414,2,-16422.96919
969500TJ5KRTCJQWXH05,201412,993414,3,-13843.46919
969500TJ5KRTCJQWXH05,201512,993414,2,-16422.96919
969500TJ5KRTCJQWXH05,201512,993414,3,-11263.96919
969500TJ5KRTCJQWXH05,201612,993414,2,-16422.96919
969500TJ5KRTCJQWXH05,201612,993414,3,-11263.96919
969500TJ5KRTCJQWXH05,201312,993415,1,-198.191863
969500TJ5KRTCJQWXH05,201412,993415,2,-168.191863
969500TJ5KRTCJQWXH05,201412,993415,3,-681.9301646
969500TJ5KRTCJQWXH05,201512,993415,2,-138.191863
969500TJ5KRTCJQWXH05,201512,993415,3,-1067.808384
969500TJ5KRTCJQWXH05,201612,993415,2,-108.191863
969500TJ5KRTCJQWXH05,201612,993415,3,-1335.586029
969500TJ5KRTCJQWXH05,201312,993416,1,-324.5310428
969500TJ5KRTCJQWXH05,201412,993416,2,-452.3918915
969500TJ5KRTCJQWXH05,201412,993416,3,-314.9384666
969500TJ5KRTCJQWXH05,201512,993416,2,-640.6598386
969500TJ5KRTCJQWXH05,201512,993416,3,-309.1829209
969500TJ5KRTCJQWXH05,201612,993416,2,-651.0916178
969500TJ5KRTCJQWXH05,201612,993416,3,-305.3458904
969500TJ5KRTCJQWXH05,201312,993417,1,0
969500TJ5KRTCJQWXH05,201412,993417,2,0
969500TJ5KRTCJQWXH05,201412,993417,3,0
969500TJ5KRTCJQWXH05,201512,993417,2,0
969500TJ5KRTCJQWXH05,201512,993417,3,0
969500TJ5KRTCJQWXH05,201612,993417,2,0
969500TJ5KRTCJQWXH05,201612,993417,3,0
969500TJ5KRTCJQWXH05,201312,993418,1,0
969500TJ5KRTCJQWXH05,201412,993418,2,0
969500TJ5KRTCJQWXH05,201412,993418,3,0
969500TJ5KRTCJQWXH05,201512,993418,2,0
969500TJ5KRTCJQWXH05,201512,993418,3,0
969500TJ5KRTCJQWXH05,201612,993418,2,0
969500TJ5KRTCJQWXH05,201612,993418,3,0
969500TJ5KRTCJQWXH05,201312,993419,1,0
969500TJ5KRTCJQWXH05,201412,993419,2,0
969500TJ5KRTCJQWXH05,201412,993419,3,0
969500TJ5KRTCJQWXH05,201512,993419,2,0
969500TJ5KRTCJQWXH05,201512,993419,3,0
969500TJ5KRTCJQWXH05,201612,993419,2,0
969500TJ5KRTCJQWXH05,201612,993419,3,0
969500TJ5KRTCJQWXH05,201312,993420,1,0
969500TJ5KRTCJQWXH05,201412,993420,2,0
969500TJ5KRTCJQWXH05,201412,993420,3,0
969500TJ5KRTCJQWXH05,201512,993420,2,0
969500TJ5KRTCJQWXH05,201512,993420,3,0
969500TJ5KRTCJQWXH05,201612,993420,2,0
969500TJ5KRTCJQWXH05,201612,993420,3,0
969500TJ5KRTCJQWXH05,201312,993421,1,0
969500TJ5KRTCJQWXH05,201412,993421,2,0
969500TJ5KRTCJQWXH05,201412,993421,3,0
969500TJ5KRTCJQWXH05,201512,993421,2,0
969500TJ5KRTCJQWXH05,201512,993421,3,0
969500TJ5KRTCJQWXH05,201612,993421,2,0
969500TJ5KRTCJQWXH05,201612,993421,3,0
969500TJ5KRTCJQWXH05,201312,993422,1,0
969500TJ5KRTCJQWXH05,201412,993422,2,0
969500TJ5KRTCJQWXH05,201412,993422,3,0
969500TJ5KRTCJQWXH05,201512,993422,2,0
969500TJ5KRTCJQWXH05,201512,993422,3,0
969500TJ5KRTCJQWXH05,201612,993422,2,0
969500TJ5KRTCJQWXH05,201612,993422,3,0
969500TJ5KRTCJQWXH05,201312,993423,1,0
969500TJ5KRTCJQWXH05,201412,993423,2,0
969500TJ5KRTCJQWXH05,201412,993423,3,0
969500TJ5KRTCJQWXH05,201512,993423,2,0
969500TJ5KRTCJQWXH05,201512,993423,3,0
969500TJ5KRTCJQWXH05,201612,993423,2,0
969500TJ5KRTCJQWXH05,201612,993423,3,0
969500TJ5KRTCJQWXH05,201312,993424,1,0
969500TJ5KRTCJQWXH05,201412,993424,2,0
969500TJ5KRTCJQWXH05,201412,993424,3,0
969500TJ5KRTCJQWXH05,201512,993424,2,0
969500TJ5KRTCJQWXH05,201512,993424,3,0
969500TJ5KRTCJQWXH05,201612,993424,2,0
969500TJ5KRTCJQWXH05,201612,993424,3,0
969500TJ5KRTCJQWXH05,201312,993425,1,0
969500TJ5KRTCJQWXH05,201412,993425,2,0
969500TJ5KRTCJQWXH05,201412,993425,3,0
969500TJ5KRTCJQWXH05,201512,993425,2,0
969500TJ5KRTCJQWXH05,201512,993425,3,0
969500TJ5KRTCJQWXH05,201612,993425,2,0
969500TJ5KRTCJQWXH05,201612,993425,3,0
969500TJ5KRTCJQWXH05,201312,993426,1,-460.7625799
969500TJ5KRTCJQWXH05,201412,993426,2,-24.79506239
969500TJ5KRTCJQWXH05,201412,993426,3,950.40064389
969500TJ5KRTCJQWXH05,201512,993426,2,383.13868
969500TJ5KRTCJQWXH05,201512,993426,3,1463.0010799
969500TJ5KRTCJQWXH05,201612,993426,2,332.45464413
969500TJ5KRTCJQWXH05,201612,993426,3,1258.0626063
969500TJ5KRTCJQWXH05,201312,993427,1,0
969500TJ5KRTCJQWXH05,201412,993427,2,0
969500TJ5KRTCJQWXH05,201412,993427,3,0
969500TJ5KRTCJQWXH05,201512,993427,2,0
969500TJ5KRTCJQWXH05,201512,993427,3,0
969500TJ5KRTCJQWXH05,201612,993427,2,0
969500TJ5KRTCJQWXH05,201612,993427,3,0
969500TJ5KRTCJQWXH05,201312,993428,1,1106.2078628
969500TJ5KRTCJQWXH05,201412,993428,2,1090.5790684
969500TJ5KRTCJQWXH05,201412,993428,3,1060.7786098
969500TJ5KRTCJQWXH05,201512,993428,2,812.35980454
969500TJ5KRTCJQWXH05,201512,993428,3,751.96698918
969500TJ5KRTCJQWXH05,201612,993428,2,537.90827798
969500TJ5KRTCJQWXH05,201612,993428,3,500.64770697
969500TJ5KRTCJQWXH05,201312,993429,1,-1566.970443
969500TJ5KRTCJQWXH05,201412,993429,2,-1115.374131
969500TJ5KRTCJQWXH05,201412,993429,3,-110.3779659
969500TJ5KRTCJQWXH05,201512,993429,2,-429.2211245
969500TJ5KRTCJQWXH05,201512,993429,3,711.03409068
969500TJ5KRTCJQWXH05,201612,993429,2,-205.4536339
969500TJ5KRTCJQWXH05,201612,993429,3,757.41489937
969500TJ5KRTCJQWXH05,201312,993430,1,5700
969500TJ5KRTCJQWXH05,201412,993430,2,5700
969500TJ5KRTCJQWXH05,201412,993430,3,5700
969500TJ5KRTCJQWXH05,201512,993430,2,5206.375
969500TJ5KRTCJQWXH05,201512,993430,3,5206.375
969500TJ5KRTCJQWXH05,201612,993430,2,4712.75
969500TJ5KRTCJQWXH05,201612,993430,3,4712.75
969500TJ5KRTCJQWXH05,201312,993431,1,0
969500TJ5KRTCJQWXH05,201412,993431,2,0
969500TJ5KRTCJQWXH05,201412,993431,3,0
969500TJ5KRTCJQWXH05,201512,993431,2,0
969500TJ5KRTCJQWXH05,201512,993431,3,0
969500TJ5KRTCJQWXH05,201612,993431,2,0
969500TJ5KRTCJQWXH05,201612,993431,3,0
969500TJ5KRTCJQWXH05,201312,993432,1,64531.234423
969500TJ5KRTCJQWXH05,201412,993432,2,67468.626378
969500TJ5KRTCJQWXH05,201412,993432,3,63028.39773
969500TJ5KRTCJQWXH05,201512,993432,2,70236.277392
969500TJ5KRTCJQWXH05,201512,993432,3,61535.782621
969500TJ5KRTCJQWXH05,201612,993432,2,72890.75027
969500TJ5KRTCJQWXH05,201612,993432,3,59604.14436
969500TJ5KRTCJQWXH05,201312,993433,1,16202
969500TJ5KRTCJQWXH05,201412,993433,2,16201.337457
969500TJ5KRTCJQWXH05,201412,993433,3,16201.337457
969500TJ5KRTCJQWXH05,201512,993433,2,15165.815125
969500TJ5KRTCJQWXH05,201512,993433,3,15165.815125
969500TJ5KRTCJQWXH05,201612,993433,2,14110.487993
969500TJ5KRTCJQWXH05,201612,993433,3,14110.487993
969500TJ5KRTCJQWXH05,201312,993434,1,544976.24963
969500TJ5KRTCJQWXH05,201412,993434,2,557846.80065
969500TJ5KRTCJQWXH05,201412,993434,3,577267.90072
969500TJ5KRTCJQWXH05,201512,993434,2,565375.80416
969500TJ5KRTCJQWXH05,201512,993434,3,617853.51604
969500TJ5KRTCJQWXH05,201612,993434,2,572837.80443
969500TJ5KRTCJQWXH05,201612,993434,3,621403.58577
969500TJ5KRTCJQWXH05,201312,993435,1,15262.821437
969500TJ5KRTCJQWXH05,201412,993435,2,0
969500TJ5KRTCJQWXH05,201412,993435,3,0
969500TJ5KRTCJQWXH05,201512,993435,2,0
969500TJ5KRTCJQWXH05,201512,993435,3,0
969500TJ5KRTCJQWXH05,201612,993435,2,0
969500TJ5KRTCJQWXH05,201612,993435,3,0
969500TJ5KRTCJQWXH05,201312,993436,1,17106.33266
969500TJ5KRTCJQWXH05,201412,993436,2,0
969500TJ5KRTCJQWXH05,201412,993436,3,0
969500TJ5KRTCJQWXH05,201512,993436,2,0
969500TJ5KRTCJQWXH05,201512,993436,3,0
969500TJ5KRTCJQWXH05,201612,993436,2,0
969500TJ5KRTCJQWXH05,201612,993436,3,0
969500TJ5KRTCJQWXH05,201312,993437,1,3800
969500TJ5KRTCJQWXH05,201412,993437,2,0
969500TJ5KRTCJQWXH05,201412,993437,3,0
969500TJ5KRTCJQWXH05,201512,993437,2,0
969500TJ5KRTCJQWXH05,201512,993437,3,0
969500TJ5KRTCJQWXH05,201612,993437,2,0
969500TJ5KRTCJQWXH05,201612,993437,3,0
969500TJ5KRTCJQWXH05,201312,993438,1,-3400
969500TJ5KRTCJQWXH05,201412,993438,2,0
969500TJ5KRTCJQWXH05,201412,993438,3,0
969500TJ5KRTCJQWXH05,201512,993438,2,0
969500TJ5KRTCJQWXH05,201512,993438,3,0
969500TJ5KRTCJQWXH05,201612,993438,2,0
969500TJ5KRTCJQWXH05,201612,993438,3,0
969500TJ5KRTCJQWXH05,201312,993439,1,-804.7125
969500TJ5KRTCJQWXH05,201412,993439,2,0
969500TJ5KRTCJQWXH05,201412,993439,3,0
969500TJ5KRTCJQWXH05,201512,993439,2,0
969500TJ5KRTCJQWXH05,201512,993439,3,0
969500TJ5KRTCJQWXH05,201612,993439,2,0
969500TJ5KRTCJQWXH05,201612,993439,3,0
969500TJ5KRTCJQWXH05,201312,993440,1,0
969500TJ5KRTCJQWXH05,201412,993440,2,0
969500TJ5KRTCJQWXH05,201412,993440,3,0
969500TJ5KRTCJQWXH05,201512,993440,2,0
969500TJ5KRTCJQWXH05,201512,993440,3,0
969500TJ5KRTCJQWXH05,201612,993440,2,0
969500TJ5KRTCJQWXH05,201612,993440,3,0
969500TJ5KRTCJQWXH05,201312,993441,1,0.1079519235
969500TJ5KRTCJQWXH05,201412,993441,2,0.1107268632
969500TJ5KRTCJQWXH05,201412,993441,3,0.0993098658
969500TJ5KRTCJQWXH05,201512,993441,2,0.1150206675
969500TJ5KRTCJQWXH05,201512,993441,3,0.0911695186
969500TJ5KRTCJQWXH05,201612,993441,2,0.1190179833
969500TJ5KRTCJQWXH05,201612,993441,3,0.0883345311
969500TJ5KRTCJQWXH05,201312,993442,1,0.1184110949
969500TJ5KRTCJQWXH05,201412,993442,2,0.1209447223
969500TJ5KRTCJQWXH05,201412,993442,3,0.1091839641
969500TJ5KRTCJQWXH05,201512,993442,2,0.1242293654
969500TJ5KRTCJQWXH05,201512,993442,3,0.099596071
969500TJ5KRTCJQWXH05,201612,993442,2,0.1272450067
969500TJ5KRTCJQWXH05,201612,993442,3,0.0959185716
969500TJ5KRTCJQWXH05,201312,993443,1,0.1481408309
969500TJ5KRTCJQWXH05,201412,993443,2,0.1499873509
969500TJ5KRTCJQWXH05,201412,993443,3,0.1372495077
969500TJ5KRTCJQWXH05,201512,993443,2,0.1510536742
969500TJ5KRTCJQWXH05,201512,993443,3,0.124142043
969500TJ5KRTCJQWXH05,201612,993443,2,0.1518776128
969500TJ5KRTCJQWXH05,201612,993443,3,0.118626017
969500TJ5KRTCJQWXH05,201412,993444,2,44627.744052
969500TJ5KRTCJQWXH05,201412,993444,3,31749.73454
969500TJ5KRTCJQWXH05,201512,993444,2,45230.064333
969500TJ5KRTCJQWXH05,201512,993444,3,33981.943382
969500TJ5KRTCJQWXH05,201612,993444,2,45827.024355
969500TJ5KRTCJQWXH05,201612,993444,3,34177.197218
969500TJ5KRTCJQWXH05,201412,993445,2,0
969500TJ5KRTCJQWXH05,201412,993445,3,0
969500TJ5KRTCJQWXH05,201512,993445,2,0
969500TJ5KRTCJQWXH05,201512,993445,3,0
969500TJ5KRTCJQWXH05,201612,993445,2,0
969500TJ5KRTCJQWXH05,201612,993445,3,0
969500TJ5KRTCJQWXH05,201412,993446,3,0
969500TJ5KRTCJQWXH05,201512,993446,3,0
969500TJ5KRTCJQWXH05,201612,993446,3,718.269
969500TJ5KRTCJQWXH05,201412,993447,3,0
969500TJ5KRTCJQWXH05,201512,993447,3,0
969500TJ5KRTCJQWXH05,201612,993447,3,718.269
969500TJ5KRTCJQWXH05,201612,993448,2,0.118437619
969500TJ5KRTCJQWXH05,201612,993448,3,0.0863099811
969500TJ5KRTCJQWXH05,201312,993501,2,0
969500TJ5KRTCJQWXH05,201412,993501,2,0
969500TJ5KRTCJQWXH05,201412,993501,3,0
969500TJ5KRTCJQWXH05,201512,993501,2,0
969500TJ5KRTCJQWXH05,201512,993501,3,0
969500TJ5KRTCJQWXH05,201612,993501,2,0
969500TJ5KRTCJQWXH05,201612,993501,3,0
969500TJ5KRTCJQWXH05,999912,993501,2,0
969500TJ5KRTCJQWXH05,999912,993501,3,0
969500TJ5KRTCJQWXH05,201312,993502,2,0
969500TJ5KRTCJQWXH05,201412,993502,2,0
969500TJ5KRTCJQWXH05,201412,993502,3,0
969500TJ5KRTCJQWXH05,201512,993502,2,0
969500TJ5KRTCJQWXH05,201512,993502,3,0
969500TJ5KRTCJQWXH05,201612,993502,2,0
969500TJ5KRTCJQWXH05,201612,993502,3,0
969500TJ5KRTCJQWXH05,999912,993502,2,0
969500TJ5KRTCJQWXH05,999912,993502,3,0
969500TJ5KRTCJQWXH05,201312,993601,1,0
969500TJ5KRTCJQWXH05,201412,993601,2,0
969500TJ5KRTCJQWXH05,201412,993601,3,0
969500TJ5KRTCJQWXH05,201512,993601,2,0
969500TJ5KRTCJQWXH05,201512,993601,3,0
969500TJ5KRTCJQWXH05,201612,993601,2,0
969500TJ5KRTCJQWXH05,201612,993601,3,0
969500TJ5KRTCJQWXH05,201312,993602,1,0
969500TJ5KRTCJQWXH05,201412,993602,2,0
969500TJ5KRTCJQWXH05,201412,993602,3,0
969500TJ5KRTCJQWXH05,201512,993602,2,0
969500TJ5KRTCJQWXH05,201512,993602,3,0
969500TJ5KRTCJQWXH05,201612,993602,2,0
969500TJ5KRTCJQWXH05,201612,993602,3,0
969500TJ5KRTCJQWXH05,201312,993603,1,
969500TJ5KRTCJQWXH05,201412,993603,2,
969500TJ5KRTCJQWXH05,201412,993603,3,
969500TJ5KRTCJQWXH05,201512,993603,2,
969500TJ5KRTCJQWXH05,201512,993603,3,
969500TJ5KRTCJQWXH05,201612,993603,2,
969500TJ5KRTCJQWXH05,201612,993603,3,
969500TJ5KRTCJQWXH05,201409,993701,1,0
969500TJ5KRTCJQWXH05,201409,993702,1,0
969500TJ5KRTCJQWXH05,201409,993703,1,3933
969500TJ5KRTCJQWXH05,201409,993704,1,0
969500TJ5KRTCJQWXH05,201409,993705,1,627
969500TJ5KRTCJQWXH05,201409,993706,1,0
969500TJ5KRTCJQWXH05,201409,993707,1,0
969500TVVZM86W7W5I94,201312,992801,1,1
969500TVVZM86W7W5I94,201312,992802,1,0
969500TVVZM86W7W5I94,201312,992803,1,314
969500TVVZM86W7W5I94,201612,992803,3,313
969500TVVZM86W7W5I94,201612,992803,2,316
969500TVVZM86W7W5I94,201312,992804,1,5474
969500TVVZM86W7W5I94,201612,992804,3,5696
969500TVVZM86W7W5I94,201612,992804,2,5559
969500TVVZM86W7W5I94,201312,992805,1,0.0573620753
969500TVVZM86W7W5I94,201612,992805,3,0.0549508427
969500TVVZM86W7W5I94,201612,992805,2,0.0568447563
969500TVVZM86W7W5I94,201612,992806,3,-1
969500TVVZM86W7W5I94,201612,992806,2,3
969500TVVZM86W7W5I94,201612,992807,3,0
969500TVVZM86W7W5I94,201612,992807,2,0
969500TVVZM86W7W5I94,201612,992808,3,0
969500TVVZM86W7W5I94,201612,992808,2,0
969500TVVZM86W7W5I94,201612,992809,3,0
969500TVVZM86W7W5I94,201612,992810,3,313.28
969500TVVZM86W7W5I94,201612,992810,2,444.72
969500TVVZM86W7W5I94,201612,992811,3,0
969500TVVZM86W7W5I94,201612,992812,3,0
969500TVVZM86W7W5I94,201612,992813,3,0
969500TVVZM86W7W5I94,201312,993001,1,4
969500TVVZM86W7W5I94,201412,993001,2,4
969500TVVZM86W7W5I94,201412,993001,3,4
969500TVVZM86W7W5I94,201512,993001,2,4
969500TVVZM86W7W5I94,201512,993001,3,4
969500TVVZM86W7W5I94,201612,993001,2,4
969500TVVZM86W7W5I94,201612,993001,3,4
969500TVVZM86W7W5I94,201412,993002,2,0
969500TVVZM86W7W5I94,201412,993002,3,0
969500TVVZM86W7W5I94,201512,993002,2,0
969500TVVZM86W7W5I94,201512,993002,3,0
969500TVVZM86W7W5I94,201612,993002,2,0
969500TVVZM86W7W5I94,201612,993002,3,0
969500TVVZM86W7W5I94,201412,993003,2,0
969500TVVZM86W7W5I94,201412,993003,3,0
969500TVVZM86W7W5I94,201512,993003,2,0
969500TVVZM86W7W5I94,201512,993003,3,0
969500TVVZM86W7W5I94,201612,993003,2,0
969500TVVZM86W7W5I94,201612,993003,3,0
969500TVVZM86W7W5I94,201312,993004,1,0
969500TVVZM86W7W5I94,201412,993004,2,0
969500TVVZM86W7W5I94,201412,993004,3,-1
969500TVVZM86W7W5I94,201512,993004,2,0
969500TVVZM86W7W5I94,201512,993004,3,-1
969500TVVZM86W7W5I94,201612,993004,2,0
969500TVVZM86W7W5I94,201612,993004,3,-2
969500TVVZM86W7W5I94,201312,993005,1,1
969500TVVZM86W7W5I94,201412,993005,2,1
969500TVVZM86W7W5I94,201412,993005,3,0
969500TVVZM86W7W5I94,201512,993005,2,1
969500TVVZM86W7W5I94,201512,993005,3,0
969500TVVZM86W7W5I94,201612,993005,2,1
969500TVVZM86W7W5I94,201612,993005,3,-1
969500TVVZM86W7W5I94,201312,993006,1,0
969500TVVZM86W7W5I94,201412,993006,2,0
969500TVVZM86W7W5I94,201412,993006,3,0
969500TVVZM86W7W5I94,201512,993006,2,0
969500TVVZM86W7W5I94,201512,993006,3,0
969500TVVZM86W7W5I94,201612,993006,2,0
969500TVVZM86W7W5I94,201612,993006,3,0
969500TVVZM86W7W5I94,201312,993007,1,0
969500TVVZM86W7W5I94,201412,993007,2,0
969500TVVZM86W7W5I94,201412,993007,3,0
969500TVVZM86W7W5I94,201512,993007,2,0
969500TVVZM86W7W5I94,201512,993007,3,0
969500TVVZM86W7W5I94,201612,993007,2,0
969500TVVZM86W7W5I94,201612,993007,3,0
969500TVVZM86W7W5I94,201312,993008,1,0
969500TVVZM86W7W5I94,201412,993008,2,0
969500TVVZM86W7W5I94,201412,993008,3,0
969500TVVZM86W7W5I94,201512,993008,2,0
969500TVVZM86W7W5I94,201512,993008,3,0
969500TVVZM86W7W5I94,201612,993008,2,0
969500TVVZM86W7W5I94,201612,993008,3,0
969500TVVZM86W7W5I94,201312,993009,1,0
969500TVVZM86W7W5I94,201412,993009,2,0
969500TVVZM86W7W5I94,201412,993009,3,0
969500TVVZM86W7W5I94,201512,993009,2,0
969500TVVZM86W7W5I94,201512,993009,3,0
969500TVVZM86W7W5I94,201612,993009,2,0
969500TVVZM86W7W5I94,201612,993009,3,0
969500TVVZM86W7W5I94,201312,993010,1,1
969500TVVZM86W7W5I94,201412,993010,2,1
969500TVVZM86W7W5I94,201412,993010,3,0
969500TVVZM86W7W5I94,201512,993010,2,1
969500TVVZM86W7W5I94,201512,993010,3,0
969500TVVZM86W7W5I94,201612,993010,2,1
969500TVVZM86W7W5I94,201612,993010,3,-1
969500TVVZM86W7W5I94,201312,993011,1,0
969500TVVZM86W7W5I94,201412,993011,2,0
969500TVVZM86W7W5I94,201412,993011,3,0
969500TVVZM86W7W5I94,201512,993011,2,0
969500TVVZM86W7W5I94,201512,993011,3,0
969500TVVZM86W7W5I94,201612,993011,2,0
969500TVVZM86W7W5I94,201612,993011,3,0
969500TVVZM86W7W5I94,201312,993012,1,1
969500TVVZM86W7W5I94,201412,993012,2,1
969500TVVZM86W7W5I94,201412,993012,3,0
969500TVVZM86W7W5I94,201512,993012,2,1
969500TVVZM86W7W5I94,201512,993012,3,0
969500TVVZM86W7W5I94,201612,993012,2,1
969500TVVZM86W7W5I94,201612,993012,3,-1
969500TVVZM86W7W5I94,201312,993013,1,0
969500TVVZM86W7W5I94,201412,993013,2,0
969500TVVZM86W7W5I94,201412,993013,3,0
969500TVVZM86W7W5I94,201512,993013,2,0
969500TVVZM86W7W5I94,201512,993013,3,0
969500TVVZM86W7W5I94,201612,993013,2,0
969500TVVZM86W7W5I94,201612,993013,3,0
969500TVVZM86W7W5I94,201312,993014,1,1
969500TVVZM86W7W5I94,201412,993014,2,1
969500TVVZM86W7W5I94,201412,993014,3,0
969500TVVZM86W7W5I94,201512,993014,2,1
969500TVVZM86W7W5I94,201512,993014,3,0
969500TVVZM86W7W5I94,201612,993014,2,1
969500TVVZM86W7W5I94,201612,993014,3,-1
969500TVVZM86W7W5I94,201312,993015,1,1
969500TVVZM86W7W5I94,201412,993015,2,1
969500TVVZM86W7W5I94,201412,993015,3,0
969500TVVZM86W7W5I94,201512,993015,2,1
969500TVVZM86W7W5I94,201512,993015,3,0
969500TVVZM86W7W5I94,201612,993015,2,1
969500TVVZM86W7W5I94,201612,993015,3,-1
969500TVVZM86W7W5I94,201312,993016,1,1
969500TVVZM86W7W5I94,201412,993016,2,1
969500TVVZM86W7W5I94,201412,993016,3,0
969500TVVZM86W7W5I94,201512,993016,2,0
969500TVVZM86W7W5I94,201512,993016,3,0
969500TVVZM86W7W5I94,201612,993016,2,1
969500TVVZM86W7W5I94,201612,993016,3,-1
969500TVVZM86W7W5I94,201312,993017,1,0
969500TVVZM86W7W5I94,201412,993017,2,0
969500TVVZM86W7W5I94,201412,993017,3,0
969500TVVZM86W7W5I94,201512,993017,2,1
969500TVVZM86W7W5I94,201512,993017,3,0
969500TVVZM86W7W5I94,201612,993017,2,0
969500TVVZM86W7W5I94,201612,993017,3,0
969500TVVZM86W7W5I94,201312,993101,1,5467
969500TVVZM86W7W5I94,201412,993101,2,5495
969500TVVZM86W7W5I94,201412,993101,3,5533
969500TVVZM86W7W5I94,201512,993101,2,5524
969500TVVZM86W7W5I94,201512,993101,3,5611
969500TVVZM86W7W5I94,201612,993101,2,5552
969500TVVZM86W7W5I94,201612,993101,3,5685
969500TVVZM86W7W5I94,201312,993102,1,0
969500TVVZM86W7W5I94,201412,993102,2,0
969500TVVZM86W7W5I94,201412,993102,3,0
969500TVVZM86W7W5I94,201512,993102,2,0
969500TVVZM86W7W5I94,201512,993102,3,0
969500TVVZM86W7W5I94,201612,993102,2,0
969500TVVZM86W7W5I94,201612,993102,3,0
969500TVVZM86W7W5I94,201312,993103,1,5467
969500TVVZM86W7W5I94,201412,993103,2,5495
969500TVVZM86W7W5I94,201412,993103,3,5533
969500TVVZM86W7W5I94,201512,993103,2,5524
969500TVVZM86W7W5I94,201512,993103,3,5611
969500TVVZM86W7W5I94,201612,993103,2,5552
969500TVVZM86W7W5I94,201612,993103,3,5685
969500TVVZM86W7W5I94,201312,993104,1,0
969500TVVZM86W7W5I94,201412,993104,2,0
969500TVVZM86W7W5I94,201412,993104,3,0
969500TVVZM86W7W5I94,201512,993104,2,0
969500TVVZM86W7W5I94,201512,993104,3,0
969500TVVZM86W7W5I94,201612,993104,2,0
969500TVVZM86W7W5I94,201612,993104,3,0
969500TVVZM86W7W5I94,201312,993105,1,7
969500TVVZM86W7W5I94,201412,993105,2,7
969500TVVZM86W7W5I94,201412,993105,3,8
969500TVVZM86W7W5I94,201512,993105,2,7
969500TVVZM86W7W5I94,201512,993105,3,9
969500TVVZM86W7W5I94,201612,993105,2,7
969500TVVZM86W7W5I94,201612,993105,3,11
969500TVVZM86W7W5I94,201312,993106,1,0
969500TVVZM86W7W5I94,201412,993106,2,0
969500TVVZM86W7W5I94,201412,993106,3,0
969500TVVZM86W7W5I94,201512,993106,2,0
969500TVVZM86W7W5I94,201512,993106,3,0
969500TVVZM86W7W5I94,201612,993106,2,0
969500TVVZM86W7W5I94,201612,993106,3,0
969500TVVZM86W7W5I94,201312,993107,1,5474
969500TVVZM86W7W5I94,201412,993107,2,5502
969500TVVZM86W7W5I94,201412,993107,3,5541
969500TVVZM86W7W5I94,201512,993107,2,5531
969500TVVZM86W7W5I94,201512,993107,3,5620
969500TVVZM86W7W5I94,201612,993107,2,5559
969500TVVZM86W7W5I94,201612,993107,3,5696
969500TVVZM86W7W5I94,201312,993108,1,0
969500TVVZM86W7W5I94,201412,993108,2,0
969500TVVZM86W7W5I94,201412,993108,3,0
969500TVVZM86W7W5I94,201512,993108,2,0
969500TVVZM86W7W5I94,201512,993108,3,0
969500TVVZM86W7W5I94,201612,993108,2,0
969500TVVZM86W7W5I94,201612,993108,3,0
969500TVVZM86W7W5I94,201312,993201,1,0
969500TVVZM86W7W5I94,201312,993202,1,0
969500TVVZM86W7W5I94,201312,993203,1,0
969500TVVZM86W7W5I94,201312,993204,1,0
969500TVVZM86W7W5I94,201312,993205,1,0
969500TVVZM86W7W5I94,201412,993205,2,0
969500TVVZM86W7W5I94,201412,993205,3,0
969500TVVZM86W7W5I94,201512,993205,2,0
969500TVVZM86W7W5I94,201512,993205,3,0
969500TVVZM86W7W5I94,201612,993205,2,0
969500TVVZM86W7W5I94,201612,993205,3,0
969500TVVZM86W7W5I94,201312,993206,1,0
969500TVVZM86W7W5I94,201412,993206,2,0
969500TVVZM86W7W5I94,201412,993206,3,0
